"","am_sid","genus","species","sciname","kingdom","phylum","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","Temperature"
"110","Fis-25178","Notolychnus","valdiviae","Notolychnus valdiviae","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",3.30199883954939,1.29186257883713,0.243082715890318,1.68628105031664,0.544916544193386,3.30210115407136,2.12050003936264,13.0444701733521
"111","Fis-31020","Ceratias","holboelli","Ceratias holboelli","Animalia","Chordata","Actinopterygii","Lophiiformes","Ceratiidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,12.2775190360499
"112","Fis-31023","Centrophryne","spinulosa","Centrophryne spinulosa","Animalia","Chordata","Actinopterygii","Lophiiformes","Centrophrynidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,12.2775190360499
"113","Fis-31074","Scopelopsis","multipunctatus","Scopelopsis multipunctatus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"114","Fis-53660","Cyttopsis","rosea","Cyttopsis rosea","Animalia","Chordata","Actinopterygii","Zeiformes","Parazenidae",40.3120545799802,0.215699346326645,818.022152763924,12.800871062438,3.92932535248265,0.372005570861255,24.1952899329827,14.2730047477303
"115","Fis-31164","Diretmus","argenteus","Diretmus argenteus","Animalia","Chordata","Actinopterygii","Beryciformes","Diretmidae",29.4857110846291,0.306217952532547,267.213643114271,7.73193936969864,2.66725925169525,0.675082870984909,16.8686441795414,16.7782144041202
"116","Fis-31210","Astronesthes","niger","Astronesthes niger","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"117","Fis-31214","Cubiceps","pauciradiatus","Cubiceps pauciradiatus","Animalia","Chordata","Actinopterygii","Perciformes","Nomeidae",22.3929969199035,0.786835048547117,113.916424850581,4.95773921567856,1.1609840255883,1.19580221533619,13.2987160104046,21.7432979713789
"118","Fis-58515","Gonostoma","atlanticum","Gonostoma atlanticum","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",13.9104432355543,0.614789683065959,18.9780776199667,4.24980613770915,1.25094644763944,1.03704286587756,8.69295795178302,8.83887855267775
"119","Fis-31219","Schedophilus","maculatus","Schedophilus maculatus","Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae",47.3270248100222,0.284706775080102,1346.30113781156,10.7038666027018,2.70456507767932,0.476574167085166,26.1214567284817,15.8758181528381
"120","Fis-25437","Xenodermichthys","copei","Xenodermichthys copei","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae",30.4092176495533,0.316931735397771,227.060221087259,10.4319295294651,3.43774642811762,0.534223369579013,20.4230181937435,11.0430291479853
"121","Fis-31234","Photostomias","guernei","Photostomias guernei","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"122","Fis-31235","Searsia","koefoedi","Searsia koefoedi","Animalia","Chordata","Actinopterygii","Osmeriformes","Platytroctidae",24.210694326407,0.51613374220095,96.5741107048084,6.51134135582679,2.13952946201867,0.821725565093636,16.5816380541494,10.2148538593076
"123","Fis-7929","Argyropelecus","olfersii","Argyropelecus olfersii","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",11.4919260521979,0.6082017353517,10.6724593561635,4.27763627523485,1.25168781347083,1.00934427583446,7.39771443955956,6.55236218277309
"124","Fis-25456","Avocettina","infans","Avocettina infans","Animalia","Chordata","Actinopterygii","Anguilliformes","Nemichthyidae",84.6961938976758,0.190378474878346,3084.39393510513,12.9277811264839,3.89146697754518,0.320497711344477,43.9765751202932,9.80702400937504
"125","Fis-31237","Ectreposebastes","imus","Ectreposebastes imus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Setarchidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,12.8263032396349
"126","Fis-31240","Cyclothone","acclinidens","Cyclothone acclinidens","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",8.78337190671004,0.765744923390527,4.59268789126498,3.41625356317431,1.01151569465232,1.29344635363264,5.81957720106088,5.47551564591057
"127","Fis-25469","Poromitra","crassiceps","Poromitra crassiceps","Animalia","Chordata","Actinopterygii","Stephanoberyciformes","Melamphaidae",17.1947797889332,0.211686863056498,58.3905310992601,9.7171015283666,2.94822528117398,0.454684271156953,9.8525506822499,12.8562599280878
"128","Fis-31241","Melanonus","zugmayeri","Melanonus zugmayeri","Animalia","Chordata","Actinopterygii","Gadiformes","Melanonidae",53.4638761213043,0.216515961828279,1173.39915836495,12.9560905121233,3.69996876507008,0.373871679517332,30.6400306799315,12.5313643608628
"129","Fis-31242","Scopelengys","tristis","Scopelengys tristis","Animalia","Chordata","Actinopterygii","Myctophiformes","Neoscopelidae",21.4426339171561,0.392614091515992,68.9585334463512,6.63157493214134,1.99545691670122,0.692603507901871,13.0824333786944,6.17101929853288
"130","Fis-31243","Exocoetus","monocirrhus","Exocoetus monocirrhus","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",26.5608266707112,1.13458259941546,127.161093712084,2.82781240507235,0.884825221667721,1.75648130646191,16.1034296871398,24.9725285325592
"131","Fis-31244","Prognichthys","sealei","Prognichthys sealei","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",26.5608266707112,1.13458259941546,127.161093712084,2.82781240507235,0.884825221667721,1.75648130646191,16.1034296871398,24.9725285325592
"132","Fis-25475","Coryphaenoides","armatus","Coryphaenoides armatus","Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae",50.7762853295982,0.161130525231023,558.932584127118,26.0831381555569,6.71494168539021,0.232275900781004,31.4159793006626,12.9694163411913
"133","Fis-25477","Borostomias","elucens","Borostomias elucens","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",26.9250643292825,0.389215752818245,122.393214444205,6.52878075549292,1.95883583967494,0.64246219330899,16.0522963434953,6.02147632012835
"134","Fis-31246","Astronesthes","macropogon","Astronesthes macropogon","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"135","Fis-31271","Sagamichthys","abei","Sagamichthys abei","Animalia","Chordata","Actinopterygii","Osmeriformes","Platytroctidae",35.9405663844236,0.509959094599753,245.510976676218,7.27566419559888,2.36174030498841,0.710299216997171,24.9208581042393,5.82194678083506
"136","Fis-25573","Symbolophorus","californiensis","Symbolophorus californiensis","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",13.4979187107882,0.414212880024307,20.3121498047882,6.11778519722883,1.81260332344785,0.764597173683559,8.47241365283675,6.94704807109348
"137","Fis-26206","Benthosema","suborbitale","Benthosema suborbitale","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",4.79793344690463,1.91090377725924,1.07023199933248,1.34449702927073,0.428246591535505,4.63447153858075,3.02013614189045,20.5813409275296
"138","Fis-26207","Diaphus","dumerilii","Diaphus dumerilii","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",7.67761590204008,1.69502495237552,3.86985858799572,1.43173347988323,0.44562879079571,3.69922726841925,4.52484136959382,22.0861755235517
"139","Fis-26208","Lepidophanes","guentheri","Lepidophanes guentheri","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",5.7612312701189,1.37445393302591,1.8761710998578,1.51387845876128,0.492515074371087,3.47455092215151,3.3836119313481,20.9815186485591
"140","Fis-26351","Narcetes","stomias","Narcetes stomias","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae",30.4092176495533,0.316931735397771,227.060221087259,10.4319295294651,3.43774642811762,0.534223369579013,20.4230181937435,11.0430291479853
"141","Fis-26352","Rouleina","attrita","Rouleina attrita","Animalia","Chordata","Actinopterygii","Osmeriformes","Alepocephalidae",30.4092176495533,0.316931735397771,227.060221087259,10.4319295294651,3.43774642811762,0.534223369579013,20.4230181937435,11.0430291479853
"142","Fis-32102","Cyclothone","pallida","Cyclothone pallida","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",11.0535332054983,0.686128325286625,9.33597275513956,3.81030384100126,1.12487864454654,1.15817067543176,7.11261835795914,7.15719709929416
"143","Fis-32103","Cyclothone","pseudopallida","Cyclothone pseudopallida","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",11.0535332054983,0.686128325286625,9.33597275513956,3.81030384100126,1.12487864454654,1.15817067543176,7.11261835795914,7.15719709929416
"144","Fis-32104","Argyropelecus","hemigymnus","Argyropelecus hemigymnus","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",11.4919260521979,0.6082017353517,10.6724593561635,4.27763627523485,1.25168781347083,1.00934427583446,7.39771443955956,6.55236218277309
"145","Fis-32105","Sternoptyx","pseudodiaphana","Sternoptyx pseudodiaphana","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",12.5879426045219,0.591541239586747,14.3596951542052,4.3721324119027,1.28152708470704,0.995086257157152,7.96396476840392,7.9542097056451
"146","Fis-32106","Idiacanthus","atlanticus","Idiacanthus atlanticus","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",29.5390682541055,0.398455583138588,156.127049608837,6.85372820737583,1.99001525962663,0.603479893770746,17.777441121691,6.07778281506983
"147","Fis-32108","Trigonolampa","miriceps","Trigonolampa miriceps","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"148","Fis-136946","Arctozenus","risso","Arctozenus risso","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae",23.1034133310212,0.599048219744625,73.2482409198244,4.47381588110847,1.31670002518123,1.00650934912079,13.4405195226304,13.5584901636008
"149","Fis-26357","Ceratoscopelus","warmingii","Ceratoscopelus warmingii","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"150","Fis-32113","Diaphus","ostenfeldi","Diaphus ostenfeldi","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",8.5229199817341,1.05551771191012,5.67663466725735,2.26028602991898,0.70467487480985,2.35143681294189,5.08414249946108,18.6032410888536
"151","Fis-139573","Nannobrachium","atrum","Nannobrachium atrum","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",12.0683349460777,0.458737038853061,17.8530919009442,4.74862179282063,1.50776383660996,1.08369562000049,7.06273852283401,14.1727159763193
"152","Fis-26373","Taaningichthys","bathyphilus","Taaningichthys bathyphilus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"153","Fis-60103","Sio","nordenskjoldii","Sio nordenskjoldii","Animalia","Chordata","Actinopterygii","Stephanoberyciformes","Melamphaidae",23.6097980485596,0.27660253577041,128.677737944947,8.48925785287612,2.52217289425336,0.536084772760669,13.4224929140105,14.2924486261536
"154","Fis-32327","Cyclothone","atraria","Cyclothone atraria","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",11.0535332054983,0.686128325286625,9.33597275513956,3.81030384100126,1.12487864454654,1.15817067543176,7.11261835795914,7.15719709929416
"155","Fis-26523","Danaphos","oculatus","Danaphos oculatus","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",12.5879426045219,0.591541239586747,14.3596951542052,4.3721324119027,1.28152708470704,0.995086257157152,7.96396476840392,7.9542097056451
"156","Fis-32330","Sternoptyx","diaphana","Sternoptyx diaphana","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",12.5879426045219,0.591541239586747,14.3596951542052,4.3721324119027,1.28152708470704,0.995086257157152,7.96396476840392,7.9542097056451
"157","Fis-32332","Argyropelecus","sladeni","Argyropelecus sladeni","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",11.4919260521979,0.6082017353517,10.6724593561635,4.27763627523485,1.25168781347083,1.00934427583446,7.39771443955956,6.55236218277309
"158","Fis-32333","Astronesthes","lucifer","Astronesthes lucifer","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"159","Fis-32334","Melanostomias","valdiviae","Melanostomias valdiviae","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,7.23954233221712
"160","Fis-32336","Opisthoproctus","soleatus","Opisthoproctus soleatus","Animalia","Chordata","Actinopterygii","Osmeriformes","Opisthoproctidae",18.394314825055,0.507498040812916,46.5137532422435,6.37191029972634,2.09027819857738,0.83597228804055,12.8080102301164,10.1843035176362
"161","Fis-26527","Lestidiops","mirabilis","Lestidiops mirabilis","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae",22.6248261289991,0.585636479017326,63.0903690002295,4.64516537930703,1.36587454554808,0.944792497687814,13.4922914052062,10.1463723414788
"162","Fis-32339","Sudis","atrox","Sudis atrox","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae",23.1034133310212,0.599048219744625,73.2482409198244,4.47381588110847,1.31670002518123,1.00650934912079,13.4405195226304,13.5584901636008
"163","Fis-32340","Bolinichthys","distofax","Bolinichthys distofax","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"164","Fis-26529","Bolinichthys","longipes","Bolinichthys longipes","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"165","Fis-26531","Diogenichthys","atlanticus","Diogenichthys atlanticus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"166","Fis-26532","Lampadena","luminosa","Lampadena luminosa","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"167","Fis-32343","Lampadena","urophaos","Lampadena urophaos","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
