"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"103","Fis-112901","Actinopterygii","Perciformes","Mullidae",31.2397764437216,0.549662294113626,572.21020007257,6.13583891719215,1.22470039136898,1.01741279593958,16.9776183315661,55,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,24.29,NA,"medium"
"104","Fis-112902","Actinopterygii","Perciformes","Mullidae",18.0192420373348,0.565812545244185,107.99152774646,5.59894418098722,1.15691168957862,1.13456106234823,10.3254086865973,20,"demersal","subtropical",NA,"fusiform_normal","NE","Medium",0.5,34.73,NA,"high"
"105","Fis-112905","Actinopterygii","Mugiliformes","Mugilidae",40.1127462056776,0.313031664597062,801.497645865188,7.96099367863423,2.16827581479583,0.648985958942344,19.6206340815218,NA,"pelagic","subtropical",NA,"fusiform_normal","NE","Low",1,53.26,NA,"medium"
"106","Fis-112910","Actinopterygii","Perciformes","Haemulidae",40.7527236639658,0.327770802221732,780.766600781911,9.30854884569765,2.22192347206301,0.808233723017791,19.7899011050286,50,"demersal","tropical",NA,"fusiform_normal","NE","Medium",0.5,31.32,NA,"medium"
"107","Fis-112915","Actinopterygii","Perciformes","Callionymidae",25.8774811783684,0.45718912115701,120.223912508696,5.99784634617791,1.7557795907352,0.869959400282104,15.1555960025855,330,"demersal","deep-water","hunting macrofauna (predator)","elongated","NE","Medium",0.5,24.47,NA,"unknown"
"108","Fis-112916","Actinopterygii","Perciformes","Callionymidae",25.8774811783684,0.45718912115701,120.223912508696,5.99784634617791,1.7557795907352,0.869959400282104,15.1555960025855,10,"demersal","tropical",NA,"elongated","NE","High",0.5,14.62,NA,"unknown"
"109","Fis-112918","Actinopterygii","Perciformes","Callionymidae",25.8774811783684,0.45718912115701,120.223912508696,5.99784634617791,1.7557795907352,0.869959400282104,15.1555960025855,40,"demersal","tropical",NA,"elongated","NE","High",0.5,13.79,NA,"unknown"
"110","Fis-112933","Actinopterygii","Perciformes","Callionymidae",31.6012800561899,0.401181482292048,274.572915531826,7.50599441488033,2.00215091695612,0.711914843683749,17.9978703962261,17,"demersal","tropical",NA,"elongated","NE","High",0.5039,10,NA,"unknown"
"111","Fis-112941","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,17,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,12.93,NA,"very high"
"112","Fis-112946","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,3,"demersal","tropical",NA,"elongated","NE","High",0.5002,12.01,NA,"very high"
"113","Fis-112956","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,16,"demersal","tropical",NA,"elongated","NE","High",0.5002,11.03,NA,"very high"
"114","Fis-112980","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,1,"demersal","tropical",NA,"elongated","NE","High",0.625,23.46,NA,"very high"
"115","Fis-112982","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,17,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,10,NA,"very high"
"116","Fis-112985","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,10,NA,"very high"
"117","Fis-113002","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,45,"demersal","tropical",NA,NA,"NE","High",0.625,10,NA,"very high"
"118","Fis-113003","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,21,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5001,12.01,NA,"very high"
"119","Fis-113005","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"reef-associated","tropical",NA,NA,"NE","High",0.5625,11.53,NA,"very high"
"120","Fis-113007","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,56,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,10,NA,"very high"
"121","Fis-113010","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,NA,"demersal","tropical","grazing on aquatic plants","elongated","LC","High",0.501,21.46,NA,"unknown"
"122","Fis-113012","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,2,"demersal","tropical",NA,"elongated","LC","High",0.502,10,NA,"unknown"
"123","Fis-113013","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,NA,"demersal","tropical",NA,"elongated","LC","High",0.502,12.47,NA,"unknown"
"124","Fis-113018","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,7,"demersal","tropical",NA,"elongated","LC","High",0.502,14.21,NA,"unknown"
"125","Fis-113020","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,25,"reef-associated","tropical",NA,"elongated","LC","High",0.5312,10.53,NA,"unknown"
"126","Fis-113024","Actinopterygii","Perciformes","Blenniidae",17.8426170292593,0.504490927716172,59.6712341123489,6.00582857795643,1.45021863424071,0.929875410776689,10.0807681490531,12,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,12.01,NA,"unknown"
"127","Fis-113028","Actinopterygii","Tetraodontiformes","Tetraodontidae",29.6271565276172,0.480316931815692,525.319591779686,5.96929731369204,1.83253285294921,0.94231483702088,17.413589224268,132,"demersal","tropical",NA,"fusiform_normal","DD","High",0.5,13.79,NA,"very high"
"128","Fis-113029","Actinopterygii","Perciformes","Blenniidae",17.8426170292593,0.504490927716172,59.6712341123489,6.00582857795643,1.45021863424071,0.929875410776689,10.0807681490531,10,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,12.01,NA,"unknown"
"129","Fis-113043","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,NA,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5005,22.15,NA,"unknown"
"130","Fis-113054","Actinopterygii","Perciformes","Uranoscopidae",36.6273510560045,0.268960051070618,687.321806181161,7.20559743346807,2.07282734887197,0.590807354184323,18.507639074362,46,"demersal","tropical",NA,"elongated","NE","Medium",0.5,28.82,NA,"unknown"
"131","Fis-113062","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,25,"reef-associated","tropical",NA,"elongated","NE","High",0.5,23.44,NA,"unknown"
"132","Fis-113070","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"demersal","tropical",NA,"elongated","NE","High",0.5,11.03,NA,"very high"
"133","Fis-113074","Actinopterygii","Tetraodontiformes","Balistidae",35.8668901368761,0.36969988893533,805.513672129048,5.92738022633646,1.99468173385052,0.958225919660732,18.6280299758494,NA,"pelagic","tropical","hunting macrofauna (predator)","short_andor_deep","NE","Medium",0.625,43.83,NA,"medium"
"134","Fis-113082","Actinopterygii","Tetraodontiformes","Monacanthidae",18.6201203083508,0.530476432153301,98.7612848111415,4.79059861347619,1.47341908889465,1.13124592577538,10.7904527615933,200,"demersal","tropical",NA,"short_andor_deep","DD","High",0.5001,25.85,NA,"unknown"
"135","Fis-113085","Actinopterygii","Perciformes","Serranidae",30.6020494401276,0.335454513503344,328.115974749407,9.94831467431191,3.0809643688083,0.573929853051853,18.5655506468338,63,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,12.93,NA,"very high"
"136","Fis-113108","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,100,"demersal","tropical",NA,"fusiform_normal","NE","High",1,23.05,NA,"high"
"137","Fis-113146","Actinopterygii","Perciformes","Labridae",25.5489607793821,0.275766355030264,251.613538762584,7.28472635698557,2.23464348348536,0.799860725173177,12.6132012813417,20,"reef-associated","tropical",NA,"fusiform_normal","DD","Medium",0.5,41.59,NA,"very high"
"138","Fis-113149","Actinopterygii","Perciformes","Callionymidae",25.8774811783684,0.45718912115701,120.223912508696,5.99784634617791,1.7557795907352,0.869959400282104,15.1555960025855,107,"demersal","tropical",NA,"elongated","NE","High",0.5,23.01,NA,"unknown"
"139","Fis-113153","Actinopterygii","Ophidiiformes","Bythitidae",25.2036331124667,0.419848277295168,122.878847298982,6.87397069020538,1.96961290204576,0.722690883412434,14.8186666032635,10,"reef-associated","tropical",NA,"elongated","LC","Low",0.5,14.62,"of no interest","unknown"
"140","Fis-113158","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,NA,"demersal","tropical","variable","elongated","LC","High",0.5312,26.24,NA,"unknown"
"141","Fis-113162","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,NA,"demersal","tropical","variable","elongated","LC","High",0.5312,26.52,NA,"unknown"
"142","Fis-113165","Actinopterygii","Gobiesociformes","Gobiesocidae",7.42199495683401,0.666032569630846,4.59126644418098,3.80108593524984,1.0977878448731,1.32264141992091,4.6407180554615,NA,"reef-associated","tropical","variable","elongated","LC","High",0.5,24.94,NA,"unknown"
"143","Fis-113168","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,30,"reef-associated","tropical",NA,"fusiform_normal","LC","Medium",0.5,32.33,NA,"very high"
"144","Fis-113181","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,35,"reef-associated","tropical",NA,"elongated","NE","High",0.5,13.37,NA,"unknown"
"145","Fis-113182","Actinopterygii","Perciformes","Pseudochromidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,60,"reef-associated","tropical",NA,"elongated","NE","High",0.5,14.62,NA,"unknown"
"146","Fis-113184","Actinopterygii","Perciformes","Apogonidae",13.0804925892009,1.0726259127768,23.0060693440344,3.74162157068816,0.836938075987922,1.65706617945698,8.00201796136385,NA,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5156,10,NA,"high"
"147","Fis-113210","Actinopterygii","Perciformes","Trichonotidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,35,"demersal","tropical",NA,"elongated","NE",NA,0.502,10,NA,"unknown"
"148","Fis-113235","Actinopterygii","Perciformes","Serranidae",30.6020494401276,0.335454513503344,328.115974749407,9.94831467431191,3.0809643688083,0.573929853051853,18.5655506468338,34,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,16.49,NA,"very high"
"149","Fis-113245","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,40,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,12.01,NA,"very high"
"150","Fis-113258","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,113,"demersal","subtropical",NA,"elongated","NE","High",0.5,12.47,NA,"unknown"
"151","Fis-113272","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,35,"reef-associated","tropical",NA,"elongated","NE","High",0.5,26.72,NA,"very high"
"152","Fis-113283","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,35,"demersal","subtropical",NA,"elongated","NE","High",0.5,24.45,NA,"very high"
"153","Fis-113287","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,15,"demersal","tropical",NA,"elongated","NE","High",0.625,10,NA,"very high"
"154","Fis-113288","Actinopterygii","Beryciformes","Anomalopidae",29.4857110846291,0.306217952532547,267.213643114271,7.73193936969864,2.66725925169525,0.675082870984909,16.8686441795414,36,"demersal","subtropical",NA,"fusiform_normal","DD",NA,1.002,10,NA,"unknown"
"155","Fis-113302","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,8,"demersal","tropical","variable","elongated","VU","High",0.5156,10,NA,"unknown"
"156","Fis-113313","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,NA,"demersal","tropical","variable","elongated","LC","High",0.5156,10,NA,"unknown"
"157","Fis-113326","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,3,"demersal","tropical","variable","elongated","LC","High",0.5156,10,NA,"unknown"
"158","Fis-113332","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,5,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","LC","High",0.75,10,"of no interest","unknown"
"159","Fis-113380","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,40,"demersal","tropical",NA,"elongated","LC","High",0.5,21.46,NA,"unknown"
"160","Fis-113384","Actinopterygii","Perciformes","Opistognathidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,40,"demersal","tropical","variable","elongated","LC",NA,0.5312,16,NA,"unknown"
"161","Fis-113413","Actinopterygii","Perciformes","Gerreidae",24.0443470497181,0.558430510077834,178.561366279994,5.85586643633888,1.30933413841923,1.05262660885478,12.4202133732693,NA,"demersal","tropical",NA,"fusiform_normal","LC","High",0.501,19.64,NA,"medium"
"162","Fis-113426","Actinopterygii","Perciformes","Apogonidae",15.8163502647178,0.781521565663785,39.4383683178551,4.88355763483551,1.10594966297817,1.21034853105992,9.58819007929405,60,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,10,"of no interest",NA
"163","Fis-113429","Actinopterygii","Perciformes","Apogonidae",15.8163502647178,0.781521565663785,39.4383683178551,4.88355763483551,1.10594966297817,1.21034853105992,9.58819007929405,30,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,10,"of no interest",NA
"164","Fis-113438","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,38,"demersal","tropical","variable","elongated","LC","High",1,10,NA,"unknown"
"165","Fis-113441","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,5,"demersal","tropical","variable","elongated","LC","High",0.5001,10,NA,"unknown"
